nomNuance,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,84,69,313765,153585,148013,1219,Départementales12015,48.95,48.95,1.78,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,84,73,303430,148130,139699,6246,Départementales12015,48.82,48.82,2.78,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,84,74,521444,236723,225591,7545,Départementales12015,45.4,45.4,2.13,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,93,04,125163,69267,65099,1836,Départementales12015,55.34,55.34,3.33,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,93,06,755991,367063,354069,4089,Départementales12015,48.55,48.55,1.72,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,93,13,1340994,651039,624803,8964,Départementales12015,48.55,48.55,1.96,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,93,83,775605,385988,370497,5919,Départementales12015,49.77,49.77,2.0,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,1,93,84,394983,214974,205964,6024,Départementales12015,54.43,54.43,2.28,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,27,25,362567,193394,178603,4305,Départementales22015,53.34,53.34,4.08,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,76,34,772574,420092,385851,8585,Départementales22015,54.38,54.38,4.43,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,84,42,510264,258331,241782,3945,Départementales22015,50.63,50.63,3.24,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,84,73,289796,137887,125190,3019,Départementales22015,47.58,47.58,4.38,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,84,74,467433,205418,187282,3893,Départementales22015,43.95,43.95,3.88,Vert,#44EE8B
Europe-Ecologie-Les Verts,BC-VEC,2015,Départementales,2,93,84,368106,211283,196640,6141,Départementales22015,57.4,57.4,3.98,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,75,1238566,625943,611058,66702,Régionales12015,50.54,50.54,1.2,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,77,864556,384813,371564,23599,Régionales12015,44.51,44.51,1.53,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,78,956032,460594,448560,32547,Régionales12015,48.18,48.18,1.26,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,91,787151,375309,363652,25942,Régionales12015,47.68,47.68,1.48,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,92,973340,469825,454577,35730,Régionales12015,48.27,48.27,1.57,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,93,762767,281504,270359,19717,Régionales12015,36.91,36.91,1.46,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,94,780643,347566,336866,27866,Régionales12015,44.52,44.52,1.37,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,11,95,724034,307146,296657,21050,Régionales12015,42.42,42.42,1.45,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,18,229570,110257,104279,5867,Régionales12015,48.03,48.03,2.6,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,28,300208,144645,139038,8138,Régionales12015,48.18,48.18,1.87,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,36,171730,86772,81824,4868,Régionales12015,50.53,50.53,2.88,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,37,423130,208820,199783,16549,Régionales12015,49.35,49.35,2.14,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,41,244911,126341,120096,7730,Régionales12015,51.59,51.59,2.55,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,24,45,447796,223482,214937,13602,Régionales12015,49.91,49.91,1.91,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,21,355315,186959,180532,6707,Régionales12015,52.62,52.62,1.81,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,25,364962,188625,180673,7201,Régionales12015,51.68,51.68,2.18,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,39,188708,98354,93499,4394,Régionales12015,52.12,52.12,2.57,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,58,161759,77587,73227,2717,Régionales12015,47.96,47.96,2.7,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,70,179960,99348,94111,2825,Régionales12015,55.21,55.21,2.91,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,71,408473,191295,181357,7241,Régionales12015,46.83,46.83,2.43,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,89,242084,119405,113801,4775,Régionales12015,49.32,49.32,2.31,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,27,90,95418,47988,45768,1847,Régionales12015,50.29,50.29,2.33,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,14,494046,250676,240476,17771,Régionales12015,50.74,50.74,2.06,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,27,424544,213657,206203,10846,Régionales12015,50.33,50.33,1.76,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,50,377687,185135,175734,12179,Régionales12015,49.02,49.02,2.49,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,61,210219,108588,103184,7467,Régionales12015,51.65,51.65,2.57,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,28,76,884317,436217,418814,21968,Régionales12015,49.33,49.33,1.97,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,08,195007,91496,87418,3997,Régionales12015,46.92,46.92,2.09,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,10,203894,100863,96283,5259,Régionales12015,49.47,49.47,2.25,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,51,378895,179919,172352,10769,Régionales12015,47.49,47.49,2.0,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,52,136714,67622,63607,3279,Régionales12015,49.46,49.46,2.94,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,54,493317,237584,228813,15498,Régionales12015,48.16,48.16,1.78,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,55,138699,70302,66721,3910,Régionales12015,50.69,50.69,2.58,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,57,756001,327787,314519,18695,Régionales12015,43.36,43.36,1.76,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,67,768531,380988,365292,30084,Régionales12015,49.57,49.57,2.04,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,68,529235,259309,244814,18348,Régionales12015,49.0,49.0,2.74,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,44,88,285237,145730,137824,9252,Régionales12015,51.09,51.09,2.77,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,44,967468,486484,468324,44157,Régionales12015,50.28,50.28,1.88,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,49,561748,275505,260811,21419,Régionales12015,49.04,49.04,2.62,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,53,222438,106556,98912,7176,Régionales12015,47.9,47.9,3.44,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,72,408181,198412,186753,12642,Régionales12015,48.61,48.61,2.86,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,52,85,504996,264579,254142,13859,Régionales12015,52.39,52.39,2.07,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,53,22,453977,249528,239575,15215,Régionales12015,54.96,54.96,2.19,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,53,29,685586,351604,340084,20257,Régionales12015,51.29,51.29,1.68,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,53,35,713690,353038,338238,28556,Régionales12015,49.47,49.47,2.07,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,53,56,568610,295071,284379,16488,Régionales12015,51.89,51.89,1.88,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,16,260342,126712,119716,7793,Régionales12015,48.67,48.67,2.69,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,17,481251,236776,226706,14165,Régionales12015,49.2,49.2,2.09,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,19,186168,101264,93988,4203,Régionales12015,54.39,54.39,3.91,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,23,94958,47213,43280,2102,Régionales12015,49.72,49.72,4.14,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,24,312162,172427,162313,7972,Régionales12015,55.24,55.24,3.24,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,33,1046873,526498,510296,26675,Régionales12015,50.29,50.29,1.55,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,40,303978,161680,154502,6248,Régionales12015,53.19,53.19,2.36,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,47,240471,127442,120786,5900,Régionales12015,53.0,53.0,2.77,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,64,499959,245447,233043,13589,Régionales12015,49.09,49.09,2.48,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,79,271646,131560,123540,9067,Régionales12015,48.43,48.43,2.95,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,86,306368,153309,145072,10693,Régionales12015,50.04,50.04,2.69,Vert,#44EE8B
Europe-Ecologie-Les Verts,LVEC,2015,Régionales,1,75,87,264970,145645,135623,7375,Régionales12015,54.97,54.97,3.78,Vert,#44EE8B
Extrême droite,BC-EXD,2015,Départementales,1,32,59,1794274,839886,803289,322,Départementales12015,46.81,46.81,2.04,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,32,60,556048,285358,274509,379,Départementales12015,51.32,51.32,1.95,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,32,62,1085420,562334,534258,466,Départementales12015,51.81,51.81,2.59,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,44,67,763996,365389,350141,611,Départementales12015,47.83,47.83,2.0,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,75,16,259630,130388,122279,836,Départementales12015,50.22,50.22,3.12,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,75,33,1034752,523061,501320,0,Départementales12015,50.55,50.55,2.1,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,75,47,239430,138421,131873,292,Départementales12015,57.81,57.81,2.73,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,76,34,772969,401037,384146,267,Départementales12015,51.88,51.88,2.19,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,84,07,247018,138271,131965,829,Départementales12015,55.98,55.98,2.55,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,84,38,835514,411436,396511,101,Départementales12015,49.24,49.24,1.79,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,84,63,451810,238550,225686,514,Départementales12015,52.8,52.8,2.85,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,93,04,125163,69267,65099,988,Départementales12015,55.34,55.34,3.33,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,93,83,775605,385988,370497,245,Départementales12015,49.77,49.77,2.0,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,1,93,84,394983,214974,205964,7532,Départementales12015,54.43,54.43,2.28,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,2,93,04,125159,70877,64181,1208,Départementales22015,56.63,56.63,5.35,Bleu marine,#0C295A
Extrême droite,BC-EXD,2015,Départementales,2,93,84,368106,211283,196640,11643,Départementales22015,57.4,57.4,3.98,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,09,116689,62059,58474,499,Régionales12015,53.18,53.18,3.07,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,11,268758,147733,139548,1118,Régionales12015,54.97,54.97,3.05,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,12,218654,118433,111221,822,Régionales12015,54.16,54.16,3.3,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,30,532636,269695,258179,1846,Régionales12015,50.63,50.63,2.16,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,31,877256,450510,434113,2556,Régionales12015,51.35,51.35,1.87,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,32,144712,79393,74671,645,Régionales12015,54.86,54.86,3.26,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,34,781383,400196,384614,2552,Régionales12015,51.22,51.22,1.99,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,46,135779,75258,70366,486,Régionales12015,55.43,55.43,3.6,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,48,59906,32917,31027,214,Régionales12015,54.95,54.95,3.15,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,65,177905,89390,84232,619,Régionales12015,50.25,50.25,2.9,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,66,342593,175439,167131,1098,Régionales12015,51.21,51.21,2.43,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,81,288064,157280,148901,979,Régionales12015,54.6,54.6,2.91,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,76,82,180307,96352,91099,738,Régionales12015,53.44,53.44,2.91,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,04,125778,71608,68986,478,Régionales12015,56.93,56.93,2.08,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,05,108920,61733,59082,513,Régionales12015,56.68,56.68,2.43,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,06,761575,402660,392624,1700,Régionales12015,52.87,52.87,1.32,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,13,1351391,673328,651632,4943,Régionales12015,49.82,49.82,1.61,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,83,780011,404565,392916,3515,Régionales12015,51.87,51.87,1.49,Bleu marine,#0C295A
Extrême droite,LEXD,2015,Régionales,1,93,84,398416,217515,210017,8740,Régionales12015,54.59,54.59,1.88,Bleu marine,#0C295A
Extrême gauche,BC-EXG,2015,Départementales,1,01,971,310205,137788,124404,356,Départementales12015,44.42,44.42,4.31,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,11,77,857845,385543,369886,430,Départementales12015,44.94,44.94,1.83,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,11,92,969410,447043,430420,491,Départementales12015,46.11,46.11,1.71,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,11,93,760152,279952,268334,790,Départementales12015,36.83,36.83,1.53,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,11,95,719446,291280,280846,1226,Départementales12015,40.49,40.49,1.45,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,24,28,298905,145145,138060,306,Départementales12015,48.56,48.56,2.37,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,24,36,171449,91199,86301,1146,Départementales12015,53.19,53.19,2.86,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,24,37,420269,213818,204118,328,Départementales12015,50.88,50.88,2.31,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,28,14,490613,252306,239565,792,Départementales12015,51.43,51.43,2.6,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,32,02,372896,198639,188967,326,Départementales12015,53.27,53.27,2.59,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,32,59,1794274,839886,803289,1178,Départementales12015,46.81,46.81,2.04,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,32,60,556048,285358,274509,811,Départementales12015,51.32,51.32,1.95,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,44,54,491454,236664,226727,303,Départementales12015,48.16,48.16,2.02,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,52,44,957141,485376,462513,1086,Départementales12015,50.71,50.71,2.39,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,53,22,450929,253631,239901,1180,Départementales12015,56.25,56.25,3.04,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,53,29,682615,348896,330801,2951,Départementales12015,51.11,51.11,2.65,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,75,17,477321,239053,226005,365,Départementales12015,50.08,50.08,2.73,Rouge,#EE4A40
Extrême gauche,BC-EXG,2015,Départementales,1,84,42,510268,247391,236708,658,Départementales12015,48.48,48.48,2.09,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,01,971,313433,147975,140454,1992,Régionales12015,47.21,47.21,2.4,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,02,972,310723,127716,120629,2460,Régionales12015,41.1,41.1,2.28,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,04,974,625471,278009,265794,1263,Régionales12015,44.45,44.45,1.95,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,75,1238566,625943,611058,6585,Régionales12015,50.54,50.54,1.2,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,77,864556,384813,371564,6234,Régionales12015,44.51,44.51,1.53,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,78,956032,460594,448560,5304,Régionales12015,48.18,48.18,1.26,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,91,787151,375309,363652,5197,Régionales12015,47.68,47.68,1.48,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,92,973340,469825,454577,5195,Régionales12015,48.27,48.27,1.57,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,93,762767,281504,270359,5772,Régionales12015,36.91,36.91,1.46,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,94,780643,347566,336866,4899,Régionales12015,44.52,44.52,1.37,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,11,95,724034,307146,296657,4996,Régionales12015,42.42,42.42,1.45,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,18,229570,110257,104279,2090,Régionales12015,48.03,48.03,2.6,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,28,300208,144645,139038,2394,Régionales12015,48.18,48.18,1.87,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,36,171730,86772,81824,1672,Régionales12015,50.53,50.53,2.88,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,37,423130,208820,199783,3428,Régionales12015,49.35,49.35,2.14,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,41,244911,126341,120096,1966,Régionales12015,51.59,51.59,2.55,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,24,45,447796,223482,214937,3062,Régionales12015,49.91,49.91,1.91,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,21,355315,186959,180532,2312,Régionales12015,52.62,52.62,1.81,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,25,364962,188625,180673,2514,Régionales12015,51.68,51.68,2.18,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,39,188708,98354,93499,1338,Régionales12015,52.12,52.12,2.57,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,58,161759,77587,73227,1441,Régionales12015,47.96,47.96,2.7,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,70,179960,99348,94111,1546,Régionales12015,55.21,55.21,2.91,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,71,408473,191295,181357,2929,Régionales12015,46.83,46.83,2.43,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,89,242084,119405,113801,1578,Régionales12015,49.32,49.32,2.31,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,27,90,95418,47988,45768,860,Régionales12015,50.29,50.29,2.33,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,28,14,494046,250676,240476,4357,Régionales12015,50.74,50.74,2.06,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,28,27,424544,213657,206203,3351,Régionales12015,50.33,50.33,1.76,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,28,50,377687,185135,175734,3168,Régionales12015,49.02,49.02,2.49,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,28,61,210219,108588,103184,1898,Régionales12015,51.65,51.65,2.57,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,28,76,884317,436217,418814,8201,Régionales12015,49.33,49.33,1.97,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,32,02,374780,207794,200277,3389,Régionales12015,55.44,55.44,2.01,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,32,59,1804756,955559,922793,15464,Régionales12015,52.95,52.95,1.82,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,32,60,559330,300035,290004,4688,Régionales12015,53.64,53.64,1.79,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,32,62,1090448,621649,596464,11642,Régionales12015,57.01,57.01,2.31,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,32,80,408525,237814,227254,3858,Régionales12015,58.21,58.21,2.58,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,08,195007,91496,87418,1841,Régionales12015,46.92,46.92,2.09,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,10,203894,100863,96283,1500,Régionales12015,49.47,49.47,2.25,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,51,378895,179919,172352,3046,Régionales12015,47.49,47.49,2.0,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,52,136714,67622,63607,1240,Régionales12015,49.46,49.46,2.94,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,54,493317,237584,228813,3862,Régionales12015,48.16,48.16,1.78,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,55,138699,70302,66721,1041,Régionales12015,50.69,50.69,2.58,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,57,756001,327787,314519,5130,Régionales12015,43.36,43.36,1.76,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,67,768531,380988,365292,3316,Régionales12015,49.57,49.57,2.04,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,68,529235,259309,244814,2882,Régionales12015,49.0,49.0,2.74,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,44,88,285237,145730,137824,2489,Régionales12015,51.09,51.09,2.77,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,52,44,967468,486484,468324,7531,Régionales12015,50.28,50.28,1.88,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,52,49,561748,275505,260811,4564,Régionales12015,49.04,49.04,2.62,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,52,53,222438,106556,98912,1706,Régionales12015,47.9,47.9,3.44,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,52,72,408181,198412,186753,4008,Régionales12015,48.61,48.61,2.86,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,52,85,504996,264579,254142,2981,Régionales12015,52.39,52.39,2.07,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,53,22,453977,249528,239575,5178,Régionales12015,54.96,54.96,2.19,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,53,29,685586,351604,340084,6740,Régionales12015,51.29,51.29,1.68,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,53,35,713690,353038,338238,7150,Régionales12015,49.47,49.47,2.07,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,53,56,568610,295071,284379,4842,Régionales12015,51.89,51.89,1.88,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,16,260342,126712,119716,1992,Régionales12015,48.67,48.67,2.69,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,17,481251,236776,226706,3310,Régionales12015,49.2,49.2,2.09,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,19,186168,101264,93988,1448,Régionales12015,54.39,54.39,3.91,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,23,94958,47213,43280,840,Régionales12015,49.72,49.72,4.14,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,24,312162,172427,162313,2218,Régionales12015,55.24,55.24,3.24,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,33,1046873,526498,510296,5340,Régionales12015,50.29,50.29,1.55,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,40,303978,161680,154502,1893,Régionales12015,53.19,53.19,2.36,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,47,240471,127442,120786,1575,Régionales12015,53.0,53.0,2.77,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,64,499959,245447,233043,3413,Régionales12015,49.09,49.09,2.48,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,79,271646,131560,123540,2151,Régionales12015,48.43,48.43,2.95,Rouge,#EE4A40
Extrême gauche,LEXG,2015,Régionales,1,75,86,306368,153309,145072,2640,Régionales12015,50.04,50.04,2.69,Rouge,#EE4A40
