nomNuance,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
Rassemblement national,BC-RN,2021,Départementales,1,84,07,250878,93723,90145,12755,Départementales12021,14.15,37.36,1.43,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,08,184563,58820,55687,12764,Départementales12021,22.92,31.87,1.7,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,09,117680,49948,46416,4197,Départementales12021,9.04,42.44,3.0,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,10,203404,65459,62703,17673,Départementales12021,28.19,32.18,1.35,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,11,274094,108903,102055,30345,Départementales12021,29.73,39.73,2.5,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,12,217791,94266,85435,437,Départementales12021,0.51,43.28,4.05,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,93,13,1384806,449198,431960,129359,Départementales12021,29.95,32.44,1.24,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,28,14,501288,171994,163654,24472,Départementales12021,14.95,34.31,1.66,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,16,254018,84812,78352,4579,Départementales12021,5.84,33.39,2.54,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,17,502401,169984,162424,31707,Départementales12021,19.52,33.83,1.5,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,18,223819,73834,69166,12649,Départementales12021,18.29,32.99,2.09,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,19,183389,77257,72649,9146,Départementales12021,12.59,42.13,2.51,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,21,358304,129838,124414,23426,Départementales12021,18.83,36.24,1.51,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,53,22,460926,181451,172322,25895,Départementales12021,15.03,39.37,1.98,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,23,90758,35858,32985,1749,Départementales12021,5.3,39.51,3.17,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,24,311827,127418,118659,13949,Départementales12021,11.76,40.86,2.81,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,25,362687,123690,117699,25011,Départementales12021,21.25,34.1,1.65,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,26,373938,127516,121791,13107,Départementales12021,10.76,34.1,1.53,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,28,27,427632,141183,134038,34479,Départementales12021,25.72,33.02,1.67,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,28,301164,96448,92567,20412,Départementales12021,22.05,32.03,1.29,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,53,29,694087,246727,237518,31431,Départementales12021,13.23,35.55,1.33,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,30,543212,181736,173899,54782,Départementales12021,31.5,33.46,1.44,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,31,897450,329054,316596,57173,Départementales12021,18.06,36.67,1.39,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,32,145251,65221,60849,5269,Départementales12021,8.66,44.9,3.01,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,33,1114458,372363,357648,60545,Départementales12021,16.93,33.41,1.32,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,34,819814,272773,259710,71776,Départementales12021,27.64,33.27,1.59,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,53,35,747373,260481,249518,34191,Départementales12021,13.7,34.85,1.47,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,36,165839,59466,55910,11648,Départementales12021,20.83,35.86,2.14,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,37,432389,133533,126861,18312,Départementales12021,14.43,30.88,1.54,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,38,866087,276068,266961,46303,Départementales12021,17.34,31.88,1.05,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,39,187132,66708,61437,7905,Départementales12021,12.87,35.65,2.82,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,40,318685,128379,120817,12736,Départementales12021,10.54,40.28,2.37,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,41,242554,86968,83091,16811,Départementales12021,20.23,35.86,1.6,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,42,504549,151616,145844,25693,Départementales12021,17.62,30.05,1.14,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,43,178472,71690,64190,1113,Départementales12021,1.73,40.17,4.2,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,52,44,1030222,320247,306782,25494,Départementales12021,8.31,31.09,1.31,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,24,45,450507,146857,141145,31423,Départementales12021,22.26,32.6,1.27,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,46,136740,59960,53586,2802,Départementales12021,5.23,43.85,4.66,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,47,238582,93737,89052,13699,Départementales12021,15.38,39.29,1.96,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,48,59376,29039,26407,431,Départementales12021,1.63,48.91,4.43,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,52,49,578285,169797,158943,17404,Départementales12021,10.95,29.36,1.88,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,28,50,379725,124056,116885,19965,Départementales12021,17.08,32.67,1.89,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,51,375152,107903,102924,24435,Départementales12021,23.74,28.76,1.33,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,52,129990,47137,44436,9991,Départementales12021,22.48,36.26,2.08,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,52,53,223228,71666,67474,8746,Départementales12021,12.96,32.1,1.88,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,54,487105,144866,138495,34035,Départementales12021,24.57,29.74,1.31,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,55,134758,46506,43719,10044,Départementales12021,22.97,34.51,2.07,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,53,56,592366,206204,194533,27429,Départementales12021,14.1,34.81,1.97,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,57,741945,198474,189274,44802,Départementales12021,23.67,26.75,1.24,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,58,154488,52966,50209,10185,Départementales12021,20.29,34.28,1.78,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,32,59,1799988,546999,524512,121216,Départementales12021,23.11,30.39,1.25,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,32,60,559671,181666,174699,44480,Départementales12021,25.46,32.46,1.24,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,28,61,204907,70751,65372,7107,Départementales12021,10.87,34.53,2.63,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,32,62,1088715,383121,364090,106437,Départementales12021,29.23,35.19,1.75,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,63,458462,165545,156695,22311,Départementales12021,14.24,36.11,1.93,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,64,506155,196501,188000,24123,Départementales12021,12.83,38.82,1.68,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,65,176259,69563,64942,5764,Départementales12021,8.88,39.47,2.62,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,66,354211,125836,119957,34956,Départementales12021,29.14,35.53,1.66,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,67,1296881,376867,361713,68642,Départementales12021,18.98,29.06,1.17,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,68,1296881,376867,361713,68642,Départementales12021,18.98,29.06,1.17,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,69,331313,107183,103425,16673,Départementales12021,16.12,32.35,1.13,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,70,176687,71282,67130,15680,Départementales12021,23.36,40.34,2.35,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,71,399186,130520,123187,24761,Départementales12021,20.1,32.7,1.84,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,52,72,408885,121751,114728,14617,Départementales12021,12.74,29.78,1.72,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,73,311726,104638,100263,17279,Départementales12021,17.23,33.57,1.4,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,84,74,544435,156850,150640,22729,Départementales12021,15.09,28.81,1.14,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,28,76,871308,280504,268278,56378,Départementales12021,21.01,32.19,1.4,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,77,888353,247069,235878,49884,Départementales12021,21.15,27.81,1.26,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,78,956071,321360,311198,46118,Départementales12021,14.82,33.61,1.06,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,79,269226,86235,81446,10112,Départementales12021,12.42,32.03,1.78,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,32,80,406438,149647,140861,32270,Départementales12021,22.91,36.82,2.16,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,81,293389,114661,107439,22291,Départementales12021,20.75,39.08,2.46,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,76,82,185055,74432,70791,13363,Départementales12021,18.88,40.22,1.97,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,93,83,796122,262996,251579,77913,Départementales12021,30.97,33.03,1.43,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,93,84,403932,141140,134505,43983,Départementales12021,32.7,34.94,1.64,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,52,85,534718,172418,164006,28564,Départementales12021,17.42,32.24,1.57,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,86,302862,101801,95693,10660,Départementales12021,11.14,33.61,2.02,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,75,87,260348,96968,90167,11756,Départementales12021,13.04,37.25,2.61,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,44,88,277001,91739,86339,19661,Départementales12021,22.77,33.12,1.95,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,89,235746,82804,79228,19836,Départementales12021,25.04,35.12,1.52,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,27,90,92876,30944,27684,1847,Départementales12021,6.67,33.32,3.51,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,91,795770,240137,231044,40822,Départementales12021,17.67,30.18,1.14,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,92,979021,343535,331291,29672,Départementales12021,8.96,35.09,1.25,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,93,784576,191067,181575,16557,Départementales12021,9.12,24.35,1.21,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,94,786062,235663,227697,17643,Départementales12021,7.75,29.98,1.01,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,11,95,729528,193814,186474,32221,Départementales12021,17.28,26.57,1.01,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,01,971,316333,96765,86696,176,Départementales12021,0.2,30.59,3.18,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,04,974,668442,243982,216685,1242,Départementales12021,0.57,36.5,4.08,Bleu marine,#0C295A
Rassemblement national,BC-RN,2021,Départementales,1,06,976,91271,57740,55361,154,Départementales12021,0.28,63.26,2.61,Bleu marine,#0C295A
Union de la droite,BC-UD,2021,Départementales,1,84,01,424501,133643,127843,16378,Départementales12021,12.81,31.48,1.37,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,03,246624,90178,84413,5535,Départementales12021,6.56,36.56,2.34,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,93,05,111517,46784,43005,3034,Départementales12021,7.05,41.95,3.39,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,93,06,757903,261827,251620,109339,Départementales12021,43.45,34.55,1.35,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,07,250878,93723,90145,9033,Départementales12021,10.02,37.36,1.43,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,08,184563,58820,55687,11063,Départementales12021,19.87,31.87,1.7,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,10,203404,65459,62703,777,Départementales12021,1.24,32.18,1.35,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,12,217791,94266,85435,11213,Départementales12021,13.12,43.28,4.05,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,93,13,1384806,449198,431960,3846,Départementales12021,0.89,32.44,1.24,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,28,14,501288,171994,163654,2955,Départementales12021,1.81,34.31,1.66,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,17,502401,169984,162424,9726,Départementales12021,5.99,33.83,1.5,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,24,18,223819,73834,69166,4507,Départementales12021,6.52,32.99,2.09,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,19,183389,77257,72649,17671,Départementales12021,24.32,42.13,2.51,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,53,22,460926,181451,172322,2109,Départementales12021,1.22,39.37,1.98,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,24,311827,127418,118659,3277,Départementales12021,2.76,40.86,2.81,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,27,25,362687,123690,117699,10763,Départementales12021,9.14,34.1,1.65,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,26,373938,127516,121791,17787,Départementales12021,14.6,34.1,1.53,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,31,897450,329054,316596,10033,Départementales12021,3.17,36.67,1.39,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,33,1114458,372363,357648,13073,Départementales12021,3.66,33.41,1.32,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,34,819814,272773,259710,5837,Départementales12021,2.25,33.27,1.59,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,53,35,747373,260481,249518,2219,Départementales12021,0.89,34.85,1.47,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,24,36,165839,59466,55910,5397,Départementales12021,9.65,35.86,2.14,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,24,37,432389,133533,126861,8653,Départementales12021,6.82,30.88,1.54,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,38,866087,276068,266961,2484,Départementales12021,0.93,31.88,1.05,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,27,39,187132,66708,61437,12163,Départementales12021,19.8,35.65,2.82,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,40,318685,128379,120817,10268,Départementales12021,8.5,40.28,2.37,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,24,41,242554,86968,83091,4883,Départementales12021,5.88,35.86,1.6,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,42,504549,151616,145844,15367,Départementales12021,10.54,30.05,1.14,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,43,178472,71690,64190,5836,Départementales12021,9.09,40.17,4.2,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,52,44,1030222,320247,306782,24850,Départementales12021,8.1,31.09,1.31,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,46,136740,59960,53586,2727,Départementales12021,5.09,43.85,4.66,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,51,375152,107903,102924,737,Départementales12021,0.72,28.76,1.33,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,52,129990,47137,44436,5508,Départementales12021,12.4,36.26,2.08,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,53,56,592366,206204,194533,11217,Départementales12021,5.77,34.81,1.97,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,57,741945,198474,189274,32233,Départementales12021,17.03,26.75,1.24,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,32,59,1799988,546999,524512,117489,Départementales12021,22.4,30.39,1.25,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,28,61,204907,70751,65372,4936,Départementales12021,7.55,34.53,2.63,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,63,458462,165545,156695,17473,Départementales12021,11.15,36.11,1.93,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,64,506155,196501,188000,6237,Départementales12021,3.32,38.82,1.68,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,66,354211,125836,119957,9670,Départementales12021,8.06,35.53,1.66,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,67,1296881,376867,361713,53266,Départementales12021,14.73,29.06,1.17,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,68,1296881,376867,361713,53266,Départementales12021,14.73,29.06,1.17,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,69,331313,107183,103425,19957,Départementales12021,19.3,32.35,1.13,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,52,72,408885,121751,114728,9358,Départementales12021,8.16,29.78,1.72,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,84,74,544435,156850,150640,14830,Départementales12021,9.84,28.81,1.14,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,28,76,871308,280504,268278,10909,Départementales12021,4.07,32.19,1.4,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,77,888353,247069,235878,4343,Départementales12021,1.84,27.81,1.26,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,81,293389,114661,107439,1883,Départementales12021,1.75,39.08,2.46,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,76,82,185055,74432,70791,1398,Départementales12021,1.97,40.22,1.97,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,93,83,796122,262996,251579,7890,Départementales12021,3.14,33.03,1.43,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,93,84,403932,141140,134505,5655,Départementales12021,4.2,34.94,1.64,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,52,85,534718,172418,164006,10771,Départementales12021,6.57,32.24,1.57,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,75,86,302862,101801,95693,9853,Départementales12021,10.3,33.61,2.02,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,44,88,277001,91739,86339,8289,Départementales12021,9.6,33.12,1.95,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,27,89,235746,82804,79228,7756,Départementales12021,9.79,35.12,1.52,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,91,795770,240137,231044,16840,Départementales12021,7.29,30.18,1.14,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,92,979021,343535,331291,21301,Départementales12021,6.43,35.09,1.25,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,93,784576,191067,181575,15881,Départementales12021,8.75,24.35,1.21,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,94,786062,235663,227697,17066,Départementales12021,7.5,29.98,1.01,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,11,95,729528,193814,186474,20249,Départementales12021,10.86,26.57,1.01,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,01,971,316333,96765,86696,1346,Départementales12021,1.55,30.59,3.18,Bleu,#045BFF
Union de la droite,BC-UD,2021,Départementales,1,04,974,668442,243982,216685,7937,Départementales12021,3.66,36.5,4.08,Bleu,#045BFF
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,01,424501,133643,127843,14627,Départementales12021,11.44,31.48,1.37,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,03,246624,90178,84413,8703,Départementales12021,10.31,36.56,2.34,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,93,04,126181,51379,48063,3311,Départementales12021,6.89,40.72,2.63,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,93,05,111517,46784,43005,1704,Départementales12021,3.96,41.95,3.39,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,93,06,757903,261827,251620,17693,Départementales12021,7.03,34.55,1.35,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,07,250878,93723,90145,3062,Départementales12021,3.4,37.36,1.43,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,44,08,184563,58820,55687,1649,Départementales12021,2.96,31.87,1.7,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,44,10,203404,65459,62703,1359,Départementales12021,2.17,32.18,1.35,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,11,274094,108903,102055,48548,Départementales12021,47.57,39.73,2.5,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,12,217791,94266,85435,11129,Départementales12021,13.03,43.28,4.05,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,93,13,1384806,449198,431960,76360,Départementales12021,17.68,32.44,1.24,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,28,14,501288,171994,163654,17780,Départementales12021,10.86,34.31,1.66,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,75,16,254018,84812,78352,4421,Départementales12021,5.64,33.39,2.54,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,75,17,502401,169984,162424,6228,Départementales12021,3.83,33.83,1.5,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,18,223819,73834,69166,695,Départementales12021,1.0,32.99,2.09,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,53,22,460926,181451,172322,9482,Départementales12021,5.5,39.37,1.98,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,75,23,90758,35858,32985,668,Départementales12021,2.03,39.51,3.17,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,75,24,311827,127418,118659,9073,Départementales12021,7.65,40.86,2.81,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,27,25,362687,123690,117699,5229,Départementales12021,4.44,34.1,1.65,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,26,373938,127516,121791,12308,Départementales12021,10.11,34.1,1.53,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,28,27,427632,141183,134038,1606,Départementales12021,1.2,33.02,1.67,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,28,301164,96448,92567,1948,Départementales12021,2.1,32.03,1.29,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,53,29,694087,246727,237518,24484,Départementales12021,10.31,35.55,1.33,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,30,543212,181736,173899,50274,Départementales12021,28.91,33.46,1.44,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,75,33,1114458,372363,357648,38280,Départementales12021,10.7,33.41,1.32,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,34,819814,272773,259710,27545,Départementales12021,10.61,33.27,1.59,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,53,35,747373,260481,249518,12976,Départementales12021,5.2,34.85,1.47,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,36,165839,59466,55910,5950,Départementales12021,10.64,35.86,2.14,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,37,432389,133533,126861,13048,Départementales12021,10.29,30.88,1.54,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,38,866087,276068,266961,63111,Départementales12021,23.64,31.88,1.05,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,41,242554,86968,83091,8055,Départementales12021,9.69,35.86,1.6,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,42,504549,151616,145844,9877,Départementales12021,6.77,30.05,1.14,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,84,43,178472,71690,64190,1278,Départementales12021,1.99,40.17,4.2,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,52,44,1030222,320247,306782,29872,Départementales12021,9.74,31.09,1.31,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,24,45,450507,146857,141145,1105,Départementales12021,0.78,32.6,1.27,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,46,136740,59960,53586,2586,Départementales12021,4.83,43.85,4.66,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,76,48,59376,29039,26407,606,Départementales12021,2.29,48.91,4.43,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,52,49,578285,169797,158943,35553,Départementales12021,22.37,29.36,1.88,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,28,50,379725,124056,116885,4509,Départementales12021,3.86,32.67,1.89,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,44,51,375152,107903,102924,4636,Départementales12021,4.5,28.76,1.33,Vert,#44EE8B
Union de la gauche et des écologistes,BC-UGE,2021,Départementales,1,44,52,129990,47137,44436,1922,Départementales12021,4.33,36.26,2.08,Vert,#44EE8B
