,nom_liste,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef
0,ALLIANCE JAUNE,N.C.,2019,Européennes,1,01,971,307795,44223,38256,6,Européennes12019
1,ALLIANCE JAUNE,N.C.,2019,Européennes,1,02,972,301572,45909,39362,91,Européennes12019
2,ALLIANCE JAUNE,N.C.,2019,Européennes,1,03,973,93052,12480,11522,6,Européennes12019
3,ALLIANCE JAUNE,N.C.,2019,Européennes,1,04,974,644089,197472,179718,91,Européennes12019
4,ALLIANCE JAUNE,N.C.,2019,Européennes,1,06,976,78603,22509,21063,50,Européennes12019
5,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,1352,Européennes12019
6,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,77,878868,417810,402821,2275,Européennes12019
7,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,78,951477,513068,499526,1617,Européennes12019
8,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,91,793186,395679,383957,1614,Européennes12019
9,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,92,979624,540545,526874,1294,Européennes12019
10,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,93,768747,302965,290924,1397,Européennes12019
11,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,94,786118,385196,374156,1336,Européennes12019
12,ALLIANCE JAUNE,N.C.,2019,Européennes,1,11,95,721691,324558,313687,1638,Européennes12019
13,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,18,225123,117002,109823,836,Européennes12019
14,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,28,298312,153634,146018,1054,Européennes12019
15,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,36,167551,90493,83231,590,Européennes12019
16,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,37,427456,224977,214817,1170,Européennes12019
17,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,41,241935,133444,124923,829,Européennes12019
18,ALLIANCE JAUNE,N.C.,2019,Européennes,1,24,45,449303,233608,223651,1413,Européennes12019
19,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,21,356910,193144,185690,876,Européennes12019
20,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,25,362971,188003,178875,1031,Européennes12019
21,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,39,186501,102371,96893,650,Européennes12019
22,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,58,155801,83551,78943,425,Européennes12019
23,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,70,176613,98586,91944,687,Européennes12019
24,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,71,401864,204713,193714,1095,Européennes12019
25,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,89,237030,126430,120418,734,Européennes12019
26,ALLIANCE JAUNE,N.C.,2019,Européennes,1,27,90,93327,48532,45920,267,Européennes12019
27,ALLIANCE JAUNE,N.C.,2019,Européennes,1,28,14,496210,273161,261230,1717,Européennes12019
28,ALLIANCE JAUNE,N.C.,2019,Européennes,1,28,27,424550,226749,216388,1433,Européennes12019
29,ALLIANCE JAUNE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,1217,Européennes12019
30,ALLIANCE JAUNE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,674,Européennes12019
31,ALLIANCE JAUNE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,2808,Européennes12019
32,ALLIANCE JAUNE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,1238,Européennes12019
33,ALLIANCE JAUNE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,5009,Européennes12019
34,ALLIANCE JAUNE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,1917,Européennes12019
35,ALLIANCE JAUNE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,4078,Européennes12019
36,ALLIANCE JAUNE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,1099,Européennes12019
37,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,575,Européennes12019
38,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,612,Européennes12019
39,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,891,Européennes12019
40,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,440,Européennes12019
41,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,1233,Européennes12019
42,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,484,Européennes12019
43,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,2233,Européennes12019
44,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,1655,Européennes12019
45,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,1402,Européennes12019
46,ALLIANCE JAUNE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,951,Européennes12019
47,ALLIANCE JAUNE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,2197,Européennes12019
48,ALLIANCE JAUNE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,1302,Européennes12019
49,ALLIANCE JAUNE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,521,Européennes12019
50,ALLIANCE JAUNE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,1205,Européennes12019
51,ALLIANCE JAUNE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,1912,Européennes12019
52,ALLIANCE JAUNE,N.C.,2019,Européennes,1,53,22,455125,260137,245886,1275,Européennes12019
53,ALLIANCE JAUNE,N.C.,2019,Européennes,1,53,29,687705,372970,357080,1672,Européennes12019
54,ALLIANCE JAUNE,N.C.,2019,Européennes,1,53,35,731815,397396,379476,1450,Européennes12019
55,ALLIANCE JAUNE,N.C.,2019,Européennes,1,53,56,581139,319354,304435,1499,Européennes12019
56,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,16,257530,135298,127230,858,Européennes12019
57,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,17,493701,266722,255187,1479,Européennes12019
58,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,19,183950,102514,95364,606,Européennes12019
59,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,23,92094,49113,45285,299,Européennes12019
60,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,24,314086,183027,170074,1127,Européennes12019
61,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,3723,Européennes12019
62,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,40,312391,174202,163502,1314,Européennes12019
63,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,47,240105,132049,123405,987,Européennes12019
64,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,64,502630,269207,254232,1711,Européennes12019
65,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,79,270571,141299,132544,831,Européennes12019
66,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,86,301831,161401,152227,988,Européennes12019
67,ALLIANCE JAUNE,N.C.,2019,Européennes,1,75,87,262918,148489,137475,852,Européennes12019
68,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,09,117516,66743,62980,370,Européennes12019
69,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,11,273770,154370,144096,1096,Européennes12019
70,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,12,217280,125002,115616,731,Européennes12019
71,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,30,538091,280903,270048,2079,Européennes12019
72,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,31,886139,495693,478441,2752,Européennes12019
73,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,32,145082,84768,78967,506,Européennes12019
74,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,34,807065,424970,409250,2766,Européennes12019
75,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,46,137027,81139,75590,428,Européennes12019
76,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,48,59213,33545,31395,185,Européennes12019
77,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,65,175893,96662,90722,665,Européennes12019
78,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,66,349819,185456,176957,1194,Européennes12019
79,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,81,291352,166862,156503,1042,Européennes12019
80,ALLIANCE JAUNE,N.C.,2019,Européennes,1,76,82,184069,102285,95706,651,Européennes12019
81,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,01,417835,208205,199116,1004,Européennes12019
82,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,03,248381,135088,125949,851,Européennes12019
83,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,07,249119,137779,130676,753,Européennes12019
84,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,15,114700,60624,56222,267,Européennes12019
85,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,26,368695,195156,186029,1084,Européennes12019
86,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,38,854187,437954,423033,2009,Européennes12019
87,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,42,506148,254767,243726,1328,Européennes12019
88,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,43,176688,96986,91268,972,Européennes12019
89,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,63,458200,249682,236179,1448,Européennes12019
90,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,1919,Européennes12019
91,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,73,308562,159869,153608,714,Européennes12019
92,ALLIANCE JAUNE,N.C.,2019,Européennes,1,84,74,537932,265249,255388,1156,Européennes12019
93,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,04,126239,69630,66315,461,Européennes12019
94,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,05,109695,60287,57501,308,Européennes12019
95,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,06,755807,376692,364199,1642,Européennes12019
96,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,3813,Européennes12019
97,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,83,789717,399243,386735,2019,Européennes12019
98,ALLIANCE JAUNE,N.C.,2019,Européennes,1,93,84,401793,206090,197376,1577,Européennes12019
99,ALLIANCE JAUNE,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,270,Européennes12019
100,ALLIANCE JAUNE,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,193,Européennes12019
101,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,0,Européennes12019
102,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,0,Européennes12019
103,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,3,Européennes12019
104,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,0,Européennes12019
105,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,34,Européennes12019
106,ALLIANCE JAUNE,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,18,Européennes12019
107,ALLONS ENFANTS,N.C.,2019,Européennes,1,01,971,307795,44223,38256,12,Européennes12019
108,ALLONS ENFANTS,N.C.,2019,Européennes,1,02,972,301572,45909,39362,12,Européennes12019
109,ALLONS ENFANTS,N.C.,2019,Européennes,1,03,973,93052,12480,11522,4,Européennes12019
110,ALLONS ENFANTS,N.C.,2019,Européennes,1,04,974,644089,197472,179718,34,Européennes12019
111,ALLONS ENFANTS,N.C.,2019,Européennes,1,06,976,78603,22509,21063,5,Européennes12019
112,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,799,Européennes12019
113,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,77,878868,417810,402821,133,Européennes12019
114,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,78,951477,513068,499526,170,Européennes12019
115,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,91,793186,395679,383957,118,Européennes12019
116,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,92,979624,540545,526874,706,Européennes12019
117,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,93,768747,302965,290924,83,Européennes12019
118,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,94,786118,385196,374156,87,Européennes12019
119,ALLONS ENFANTS,N.C.,2019,Européennes,1,11,95,721691,324558,313687,103,Européennes12019
120,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,18,225123,117002,109823,60,Européennes12019
121,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,28,298312,153634,146018,31,Européennes12019
122,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,36,167551,90493,83231,61,Européennes12019
123,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,37,427456,224977,214817,53,Européennes12019
124,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,41,241935,133444,124923,29,Européennes12019
125,ALLONS ENFANTS,N.C.,2019,Européennes,1,24,45,449303,233608,223651,80,Européennes12019
126,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,21,356910,193144,185690,43,Européennes12019
127,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,25,362971,188003,178875,42,Européennes12019
128,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,39,186501,102371,96893,25,Européennes12019
129,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,58,155801,83551,78943,53,Européennes12019
130,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,70,176613,98586,91944,24,Européennes12019
131,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,71,401864,204713,193714,33,Européennes12019
132,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,89,237030,126430,120418,35,Européennes12019
133,ALLONS ENFANTS,N.C.,2019,Européennes,1,27,90,93327,48532,45920,11,Européennes12019
134,ALLONS ENFANTS,N.C.,2019,Européennes,1,28,14,496210,273161,261230,52,Européennes12019
135,ALLONS ENFANTS,N.C.,2019,Européennes,1,28,27,424550,226749,216388,60,Européennes12019
136,ALLONS ENFANTS,N.C.,2019,Européennes,1,28,50,377462,198264,185862,47,Européennes12019
137,ALLONS ENFANTS,N.C.,2019,Européennes,1,28,61,204897,112185,105820,25,Européennes12019
138,ALLONS ENFANTS,N.C.,2019,Européennes,1,28,76,867250,462272,442085,164,Européennes12019
139,ALLONS ENFANTS,N.C.,2019,Européennes,1,32,02,371723,195472,185784,30,Européennes12019
140,ALLONS ENFANTS,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,351,Européennes12019
141,ALLONS ENFANTS,N.C.,2019,Européennes,1,32,60,557879,286939,274413,75,Européennes12019
142,ALLONS ENFANTS,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,108,Européennes12019
143,ALLONS ENFANTS,N.C.,2019,Européennes,1,32,80,403621,221028,207983,30,Européennes12019
144,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,08,191612,97530,92443,22,Européennes12019
145,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,10,202403,107769,102490,19,Européennes12019
146,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,51,375974,192260,183375,34,Européennes12019
147,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,52,131342,71058,66184,20,Européennes12019
148,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,54,489123,246772,237266,106,Européennes12019
149,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,55,135433,73357,69381,24,Européennes12019
150,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,57,748186,352717,338303,62,Européennes12019
151,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,67,769523,395020,378503,110,Européennes12019
152,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,68,529108,262321,248452,119,Européennes12019
153,ALLONS ENFANTS,N.C.,2019,Européennes,1,44,88,280326,150403,140825,42,Européennes12019
154,ALLONS ENFANTS,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,331,Européennes12019
155,ALLONS ENFANTS,N.C.,2019,Européennes,1,52,49,570021,297279,279580,81,Européennes12019
156,ALLONS ENFANTS,N.C.,2019,Européennes,1,52,53,221985,114560,104783,32,Européennes12019
157,ALLONS ENFANTS,N.C.,2019,Européennes,1,52,72,405219,209912,195561,96,Européennes12019
158,ALLONS ENFANTS,N.C.,2019,Européennes,1,52,85,521561,278725,259475,206,Européennes12019
159,ALLONS ENFANTS,N.C.,2019,Européennes,1,53,22,455125,260137,245886,59,Européennes12019
160,ALLONS ENFANTS,N.C.,2019,Européennes,1,53,29,687705,372970,357080,172,Européennes12019
161,ALLONS ENFANTS,N.C.,2019,Européennes,1,53,35,731815,397396,379476,102,Européennes12019
162,ALLONS ENFANTS,N.C.,2019,Européennes,1,53,56,581139,319354,304435,144,Européennes12019
163,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,16,257530,135298,127230,21,Européennes12019
164,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,17,493701,266722,255187,77,Européennes12019
165,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,19,183950,102514,95364,18,Européennes12019
166,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,23,92094,49113,45285,10,Européennes12019
167,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,24,314086,183027,170074,59,Européennes12019
168,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,202,Européennes12019
169,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,40,312391,174202,163502,34,Européennes12019
170,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,47,240105,132049,123405,30,Européennes12019
171,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,64,502630,269207,254232,69,Européennes12019
172,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,79,270571,141299,132544,49,Européennes12019
173,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,86,301831,161401,152227,41,Européennes12019
174,ALLONS ENFANTS,N.C.,2019,Européennes,1,75,87,262918,148489,137475,24,Européennes12019
175,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,09,117516,66743,62980,8,Européennes12019
176,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,11,273770,154370,144096,42,Européennes12019
177,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,12,217280,125002,115616,22,Européennes12019
178,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,30,538091,280903,270048,86,Européennes12019
179,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,31,886139,495693,478441,160,Européennes12019
180,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,32,145082,84768,78967,18,Européennes12019
181,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,34,807065,424970,409250,210,Européennes12019
182,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,46,137027,81139,75590,21,Européennes12019
183,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,48,59213,33545,31395,5,Européennes12019
184,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,65,175893,96662,90722,19,Européennes12019
185,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,66,349819,185456,176957,45,Européennes12019
186,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,81,291352,166862,156503,46,Européennes12019
187,ALLONS ENFANTS,N.C.,2019,Européennes,1,76,82,184069,102285,95706,29,Européennes12019
188,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,01,417835,208205,199116,62,Européennes12019
189,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,03,248381,135088,125949,36,Européennes12019
190,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,07,249119,137779,130676,33,Européennes12019
191,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,15,114700,60624,56222,11,Européennes12019
192,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,26,368695,195156,186029,29,Européennes12019
193,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,38,854187,437954,423033,140,Européennes12019
194,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,42,506148,254767,243726,73,Européennes12019
195,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,43,176688,96986,91268,28,Européennes12019
196,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,63,458200,249682,236179,58,Européennes12019
197,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,129,Européennes12019
198,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,73,308562,159869,153608,49,Européennes12019
199,ALLONS ENFANTS,N.C.,2019,Européennes,1,84,74,537932,265249,255388,100,Européennes12019
200,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,04,126239,69630,66315,11,Européennes12019
201,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,05,109695,60287,57501,15,Européennes12019
202,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,06,755807,376692,364199,128,Européennes12019
203,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,157,Européennes12019
204,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,83,789717,399243,386735,75,Européennes12019
205,ALLONS ENFANTS,N.C.,2019,Européennes,1,93,84,401793,206090,197376,64,Européennes12019
206,ALLONS ENFANTS,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,4,Européennes12019
207,ALLONS ENFANTS,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,0,Européennes12019
208,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,2,Européennes12019
209,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,0,Européennes12019
210,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,0,Européennes12019
211,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,0,Européennes12019
212,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,6,Européennes12019
213,ALLONS ENFANTS,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,19,Européennes12019
214,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,01,971,307795,44223,38256,978,Européennes12019
215,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,02,972,301572,45909,39362,887,Européennes12019
216,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,03,973,93052,12480,11522,214,Européennes12019
217,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,04,974,644089,197472,179718,4357,Européennes12019
218,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,06,976,78603,22509,21063,577,Européennes12019
219,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,9413,Européennes12019
220,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,77,878868,417810,402821,18216,Européennes12019
221,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,78,951477,513068,499526,14107,Européennes12019
222,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,91,793186,395679,383957,21011,Européennes12019
223,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,92,979624,540545,526874,9355,Européennes12019
224,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,93,768747,302965,290924,7460,Européennes12019
225,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,94,786118,385196,374156,11094,Européennes12019
226,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,11,95,721691,324558,313687,10638,Européennes12019
227,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,18,225123,117002,109823,4465,Européennes12019
228,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,28,298312,153634,146018,7356,Européennes12019
229,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,36,167551,90493,83231,3470,Européennes12019
230,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,37,427456,224977,214817,8151,Européennes12019
231,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,41,241935,133444,124923,6664,Européennes12019
232,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,24,45,449303,233608,223651,9937,Européennes12019
233,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,21,356910,193144,185690,7173,Européennes12019
234,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,25,362971,188003,178875,7407,Européennes12019
235,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,39,186501,102371,96893,4217,Européennes12019
236,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,58,155801,83551,78943,3281,Européennes12019
237,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,70,176613,98586,91944,4377,Européennes12019
238,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,71,401864,204713,193714,8172,Européennes12019
239,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,89,237030,126430,120418,6079,Européennes12019
240,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,27,90,93327,48532,45920,1724,Européennes12019
241,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,28,14,496210,273161,261230,10151,Européennes12019
242,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,28,27,424550,226749,216388,10480,Européennes12019
243,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,7988,Européennes12019
244,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,5353,Européennes12019
245,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,15977,Européennes12019
246,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,8454,Européennes12019
247,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,28517,Européennes12019
248,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,11394,Européennes12019
249,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,19857,Européennes12019
250,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,9390,Européennes12019
251,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,3577,Européennes12019
252,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,5380,Européennes12019
253,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,7710,Européennes12019
254,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,3041,Européennes12019
255,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,9151,Européennes12019
256,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,3399,Européennes12019
257,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,17139,Européennes12019
258,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,17470,Européennes12019
259,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,13437,Européennes12019
260,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,7786,Européennes12019
261,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,14519,Européennes12019
262,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,10523,Européennes12019
263,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,4459,Européennes12019
264,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,8695,Européennes12019
265,DEBOUT LA FRANCE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,11404,Européennes12019
