,nom_liste,nuance,annee,election,tour,region,departement,inscrits,votants,exprimes,voix,clef
1634,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,612,Européennes12019
1635,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,302,Européennes12019
1636,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,1045,Européennes12019
1637,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,448,Européennes12019
1638,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,1839,Européennes12019
1639,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,643,Européennes12019
1640,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,920,Européennes12019
1641,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,424,Européennes12019
1642,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,242,Européennes12019
1643,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,277,Européennes12019
1644,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,451,Européennes12019
1645,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,164,Européennes12019
1646,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,479,Européennes12019
1647,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,209,Européennes12019
1648,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,890,Européennes12019
1649,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,932,Européennes12019
1650,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,629,Européennes12019
1651,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,418,Européennes12019
1652,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,1062,Européennes12019
1653,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,667,Européennes12019
1654,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,322,Européennes12019
1655,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,578,Européennes12019
1656,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,838,Européennes12019
1657,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,53,22,455125,260137,245886,708,Européennes12019
1658,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,53,29,687705,372970,357080,909,Européennes12019
1659,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,53,35,731815,397396,379476,911,Européennes12019
1660,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,53,56,581139,319354,304435,927,Européennes12019
1661,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,16,257530,135298,127230,365,Européennes12019
1662,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,17,493701,266722,255187,726,Européennes12019
1663,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,19,183950,102514,95364,290,Européennes12019
1664,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,23,92094,49113,45285,195,Européennes12019
1665,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,24,314086,183027,170074,507,Européennes12019
1666,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,1316,Européennes12019
1667,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,40,312391,174202,163502,622,Européennes12019
1668,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,47,240105,132049,123405,421,Européennes12019
1669,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,64,502630,269207,254232,914,Européennes12019
1670,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,79,270571,141299,132544,424,Européennes12019
1671,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,86,301831,161401,152227,524,Européennes12019
1672,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,75,87,262918,148489,137475,457,Européennes12019
1673,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,09,117516,66743,62980,254,Européennes12019
1674,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,11,273770,154370,144096,343,Européennes12019
1675,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,12,217280,125002,115616,405,Européennes12019
1676,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,30,538091,280903,270048,625,Européennes12019
1677,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,31,886139,495693,478441,1183,Européennes12019
1678,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,32,145082,84768,78967,311,Européennes12019
1679,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,34,807065,424970,409250,351,Européennes12019
1680,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,46,137027,81139,75590,248,Européennes12019
1681,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,48,59213,33545,31395,103,Européennes12019
1682,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,65,175893,96662,90722,337,Européennes12019
1683,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,66,349819,185456,176957,443,Européennes12019
1684,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,81,291352,166862,156503,461,Européennes12019
1685,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,76,82,184069,102285,95706,274,Européennes12019
1686,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,01,417835,208205,199116,458,Européennes12019
1687,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,03,248381,135088,125949,375,Européennes12019
1688,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,07,249119,137779,130676,373,Européennes12019
1689,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,15,114700,60624,56222,177,Européennes12019
1690,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,26,368695,195156,186029,416,Européennes12019
1691,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,38,854187,437954,423033,946,Européennes12019
1692,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,42,506148,254767,243726,606,Européennes12019
1693,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,43,176688,96986,91268,280,Européennes12019
1694,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,63,458200,249682,236179,645,Européennes12019
1695,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,986,Européennes12019
1696,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,73,308562,159869,153608,363,Européennes12019
1697,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,84,74,537932,265249,255388,668,Européennes12019
1698,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,04,126239,69630,66315,185,Européennes12019
1699,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,05,109695,60287,57501,192,Européennes12019
1700,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,06,755807,376692,364199,423,Européennes12019
1701,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,1188,Européennes12019
1702,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,83,789717,399243,386735,869,Européennes12019
1703,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,93,84,401793,206090,197376,437,Européennes12019
1704,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,97,Européennes12019
1705,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,35,Européennes12019
1706,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,1,Européennes12019
1707,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,0,Européennes12019
1708,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,1,Européennes12019
1709,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,0,Européennes12019
1710,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,1,Européennes12019
1711,LES OUBLIES DE L'EUROPE,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,1,Européennes12019
1712,LISTE CITOYENNE,N.C.,2019,Européennes,1,01,971,307795,44223,38256,1566,Européennes12019
1713,LISTE CITOYENNE,N.C.,2019,Européennes,1,02,972,301572,45909,39362,1964,Européennes12019
1714,LISTE CITOYENNE,N.C.,2019,Européennes,1,03,973,93052,12480,11522,297,Européennes12019
1715,LISTE CITOYENNE,N.C.,2019,Européennes,1,04,974,644089,197472,179718,6630,Européennes12019
1716,LISTE CITOYENNE,N.C.,2019,Européennes,1,06,976,78603,22509,21063,441,Européennes12019
1717,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,32223,Européennes12019
1718,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,77,878868,417810,402821,12579,Européennes12019
1719,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,78,951477,513068,499526,17891,Européennes12019
1720,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,91,793186,395679,383957,14099,Européennes12019
1721,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,92,979624,540545,526874,17749,Européennes12019
1722,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,93,768747,302965,290924,15695,Européennes12019
1723,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,94,786118,385196,374156,14859,Européennes12019
1724,LISTE CITOYENNE,N.C.,2019,Européennes,1,11,95,721691,324558,313687,12754,Européennes12019
1725,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,18,225123,117002,109823,2855,Européennes12019
1726,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,28,298312,153634,146018,4091,Européennes12019
1727,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,36,167551,90493,83231,2859,Européennes12019
1728,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,37,427456,224977,214817,7328,Européennes12019
1729,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,41,241935,133444,124923,3630,Européennes12019
1730,LISTE CITOYENNE,N.C.,2019,Européennes,1,24,45,449303,233608,223651,6129,Européennes12019
1731,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,21,356910,193144,185690,5789,Européennes12019
1732,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,25,362971,188003,178875,5110,Européennes12019
1733,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,39,186501,102371,96893,2776,Européennes12019
1734,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,58,155801,83551,78943,2920,Européennes12019
1735,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,70,176613,98586,91944,2243,Européennes12019
1736,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,71,401864,204713,193714,5952,Européennes12019
1737,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,89,237030,126430,120418,3057,Européennes12019
1738,LISTE CITOYENNE,N.C.,2019,Européennes,1,27,90,93327,48532,45920,1260,Européennes12019
1739,LISTE CITOYENNE,N.C.,2019,Européennes,1,28,14,496210,273161,261230,10384,Européennes12019
1740,LISTE CITOYENNE,N.C.,2019,Européennes,1,28,27,424550,226749,216388,5649,Européennes12019
1741,LISTE CITOYENNE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,7199,Européennes12019
1742,LISTE CITOYENNE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,3185,Européennes12019
1743,LISTE CITOYENNE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,13774,Européennes12019
1744,LISTE CITOYENNE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,4361,Européennes12019
1745,LISTE CITOYENNE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,22901,Européennes12019
1746,LISTE CITOYENNE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,7280,Européennes12019
1747,LISTE CITOYENNE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,14372,Européennes12019
1748,LISTE CITOYENNE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,5499,Européennes12019
1749,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,2593,Européennes12019
1750,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,2315,Européennes12019
1751,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,4404,Européennes12019
1752,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,1408,Européennes12019
1753,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,7820,Européennes12019
1754,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,1659,Européennes12019
1755,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,9355,Européennes12019
1756,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,8777,Européennes12019
1757,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,4713,Européennes12019
1758,LISTE CITOYENNE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,3826,Européennes12019
1759,LISTE CITOYENNE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,20502,Européennes12019
1760,LISTE CITOYENNE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,9725,Européennes12019
1761,LISTE CITOYENNE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,3279,Européennes12019
1762,LISTE CITOYENNE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,6251,Européennes12019
1763,LISTE CITOYENNE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,6909,Européennes12019
1764,LISTE CITOYENNE,N.C.,2019,Européennes,1,53,22,455125,260137,245886,12553,Européennes12019
1765,LISTE CITOYENNE,N.C.,2019,Européennes,1,53,29,687705,372970,357080,21559,Européennes12019
1766,LISTE CITOYENNE,N.C.,2019,Européennes,1,53,35,731815,397396,379476,18476,Européennes12019
1767,LISTE CITOYENNE,N.C.,2019,Européennes,1,53,56,581139,319354,304435,12298,Européennes12019
1768,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,16,257530,135298,127230,4502,Européennes12019
1769,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,17,493701,266722,255187,7095,Européennes12019
1770,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,19,183950,102514,95364,3378,Européennes12019
1771,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,23,92094,49113,45285,1909,Européennes12019
1772,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,24,314086,183027,170074,6177,Européennes12019
1773,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,20587,Européennes12019
1774,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,40,312391,174202,163502,6911,Européennes12019
1775,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,47,240105,132049,123405,3739,Européennes12019
1776,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,64,502630,269207,254232,10145,Européennes12019
1777,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,79,270571,141299,132544,4811,Européennes12019
1778,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,86,301831,161401,152227,5387,Européennes12019
1779,LISTE CITOYENNE,N.C.,2019,Européennes,1,75,87,262918,148489,137475,6124,Européennes12019
1780,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,09,117516,66743,62980,2707,Européennes12019
1781,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,11,273770,154370,144096,4118,Européennes12019
1782,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,12,217280,125002,115616,3820,Européennes12019
1783,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,30,538091,280903,270048,6685,Européennes12019
1784,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,31,886139,495693,478441,19203,Européennes12019
1785,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,32,145082,84768,78967,3120,Européennes12019
1786,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,34,807065,424970,409250,11990,Européennes12019
1787,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,46,137027,81139,75590,2992,Européennes12019
1788,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,48,59213,33545,31395,998,Européennes12019
1789,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,65,175893,96662,90722,3458,Européennes12019
1790,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,66,349819,185456,176957,5109,Européennes12019
1791,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,81,291352,166862,156503,5591,Européennes12019
1792,LISTE CITOYENNE,N.C.,2019,Européennes,1,76,82,184069,102285,95706,2852,Européennes12019
1793,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,01,417835,208205,199116,5237,Européennes12019
1794,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,03,248381,135088,125949,4196,Européennes12019
1795,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,07,249119,137779,130676,4460,Européennes12019
1796,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,15,114700,60624,56222,1732,Européennes12019
1797,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,26,368695,195156,186029,5611,Européennes12019
1798,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,38,854187,437954,423033,14366,Européennes12019
1799,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,42,506148,254767,243726,7954,Européennes12019
1800,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,43,176688,96986,91268,2890,Européennes12019
1801,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,63,458200,249682,236179,9352,Européennes12019
1802,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,69,1121583,576677,561683,16916,Européennes12019
1803,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,73,308562,159869,153608,4123,Européennes12019
1804,LISTE CITOYENNE,N.C.,2019,Européennes,1,84,74,537932,265249,255388,6120,Européennes12019
1805,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,04,126239,69630,66315,1880,Européennes12019
1806,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,05,109695,60287,57501,1754,Européennes12019
1807,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,06,755807,376692,364199,6165,Européennes12019
1808,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,13,1366312,660606,638913,15287,Européennes12019
1809,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,83,789717,399243,386735,6782,Européennes12019
1810,LISTE CITOYENNE,N.C.,2019,Européennes,1,93,84,401793,206090,197376,4900,Européennes12019
1811,LISTE CITOYENNE,N.C.,2019,Européennes,1,94,2A,109111,41051,39748,558,Européennes12019
1812,LISTE CITOYENNE,N.C.,2019,Européennes,1,94,2B,124224,47637,46162,630,Européennes12019
1813,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,975,4958,1428,1303,70,Européennes12019
1814,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,977,5177,1119,1075,9,Européennes12019
1815,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,978,18150,2295,2057,72,Européennes12019
1816,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,986,8762,3034,2979,111,Européennes12019
1817,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,987,195598,43364,36333,310,Européennes12019
1818,LISTE CITOYENNE,N.C.,2019,Européennes,1,ROM,988,209832,40323,38971,798,Européennes12019
1819,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,01,971,307795,44223,38256,3,Européennes12019
1820,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,02,972,301572,45909,39362,16,Européennes12019
1821,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,03,973,93052,12480,11522,1,Européennes12019
1822,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,04,974,644089,197472,179718,14,Européennes12019
1823,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,06,976,78603,22509,21063,3,Européennes12019
1824,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,75,1306810,756387,744055,61,Européennes12019
1825,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,77,878868,417810,402821,95,Européennes12019
1826,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,78,951477,513068,499526,141,Européennes12019
1827,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,91,793186,395679,383957,41,Européennes12019
1828,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,92,979624,540545,526874,341,Européennes12019
1829,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,93,768747,302965,290924,91,Européennes12019
1830,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,94,786118,385196,374156,94,Européennes12019
1831,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,11,95,721691,324558,313687,68,Européennes12019
1832,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,18,225123,117002,109823,81,Européennes12019
1833,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,28,298312,153634,146018,20,Européennes12019
1834,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,36,167551,90493,83231,17,Européennes12019
1835,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,37,427456,224977,214817,47,Européennes12019
1836,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,41,241935,133444,124923,14,Européennes12019
1837,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,24,45,449303,233608,223651,32,Européennes12019
1838,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,21,356910,193144,185690,20,Européennes12019
1839,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,25,362971,188003,178875,23,Européennes12019
1840,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,39,186501,102371,96893,7,Européennes12019
1841,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,58,155801,83551,78943,58,Européennes12019
1842,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,70,176613,98586,91944,16,Européennes12019
1843,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,71,401864,204713,193714,31,Européennes12019
1844,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,89,237030,126430,120418,18,Européennes12019
1845,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,27,90,93327,48532,45920,7,Européennes12019
1846,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,28,14,496210,273161,261230,74,Européennes12019
1847,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,28,27,424550,226749,216388,29,Européennes12019
1848,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,28,50,377462,198264,185862,50,Européennes12019
1849,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,28,61,204897,112185,105820,21,Européennes12019
1850,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,28,76,867250,462272,442085,265,Européennes12019
1851,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,32,02,371723,195472,185784,27,Européennes12019
1852,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,32,59,1794697,889735,853241,202,Européennes12019
1853,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,32,60,557879,286939,274413,39,Européennes12019
1854,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,32,62,1081683,574459,539326,165,Européennes12019
1855,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,32,80,403621,221028,207983,30,Européennes12019
1856,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,08,191612,97530,92443,8,Européennes12019
1857,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,10,202403,107769,102490,11,Européennes12019
1858,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,51,375974,192260,183375,62,Européennes12019
1859,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,52,131342,71058,66184,6,Européennes12019
1860,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,54,489123,246772,237266,30,Européennes12019
1861,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,55,135433,73357,69381,4,Européennes12019
1862,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,57,748186,352717,338303,38,Européennes12019
1863,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,67,769523,395020,378503,31,Européennes12019
1864,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,68,529108,262321,248452,103,Européennes12019
1865,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,44,88,280326,150403,140825,25,Européennes12019
1866,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,52,44,1004262,524241,502536,94,Européennes12019
1867,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,52,49,570021,297279,279580,24,Européennes12019
1868,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,52,53,221985,114560,104783,41,Européennes12019
1869,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,52,72,405219,209912,195561,73,Européennes12019
1870,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,52,85,521561,278725,259475,66,Européennes12019
1871,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,53,22,455125,260137,245886,64,Européennes12019
1872,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,53,29,687705,372970,357080,139,Européennes12019
1873,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,53,35,731815,397396,379476,50,Européennes12019
1874,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,53,56,581139,319354,304435,93,Européennes12019
1875,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,16,257530,135298,127230,9,Européennes12019
1876,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,17,493701,266722,255187,37,Européennes12019
1877,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,19,183950,102514,95364,23,Européennes12019
1878,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,23,92094,49113,45285,9,Européennes12019
1879,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,24,314086,183027,170074,45,Européennes12019
1880,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,33,1093495,589094,566649,73,Européennes12019
1881,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,40,312391,174202,163502,28,Européennes12019
1882,LISTE DE LA RECONQUÊTE,N.C.,2019,Européennes,1,75,47,240105,132049,123405,32,Européennes12019
