election,tour,region,inscrits,votants,exprimes,liste,nuance,nomNuance,voix,annee,clef,voixPourcent,participationPourcent,blancsNulsPourcent,nom,Couleur,codeCouleur
Européennes,1,11,7023429,3034844,2950984,Hélène FEO,LDIV,Divers,867,2014,Européennes-2014-T1,0.03,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Isabelle BORDRY,LDVD,Divers droite,62390,2014,Européennes-2014-T1,2.11,43.21,1.19,Île-de-France,Bleu,#045BFF
Européennes,1,11,7023429,3034844,2950984,Jean GRIMAL,LEXG,Extrême gauche,777,2014,Européennes-2014-T1,0.03,43.21,1.19,Île-de-France,Rouge,#EE4A40
Européennes,1,11,7023429,3034844,2950984,Jean Marc GOVERNATORI,LDIV,Divers,53216,2014,Européennes-2014-T1,1.8,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Julien VOLGANLI,LDIV,Divers,1022,2014,Européennes-2014-T1,0.03,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Laure PATAS D'ILLIERS,LDIV,Divers,3824,2014,Européennes-2014-T1,0.13,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Louis DE GOUYON MATIGNON,LDIV,Divers,937,2014,Européennes-2014-T1,0.03,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Magali LE PAPE,LDIV,Divers,3592,2014,Européennes-2014-T1,0.12,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Marielle DE SARNEZ,LUC,Union du centre,349529,2014,Européennes-2014-T1,11.84,43.21,1.19,Île-de-France,Bleu ciel,#39C3FF
Européennes,1,11,7023429,3034844,2950984,Nathalie ARTHAUD,LEXG,Extrême gauche,24971,2014,Européennes-2014-T1,0.85,43.21,1.19,Île-de-France,Rouge,#EE4A40
Européennes,1,11,7023429,3034844,2950984,Olivier BESANCENOT,LEXG,Extrême gauche,24681,2014,Européennes-2014-T1,0.84,43.21,1.19,Île-de-France,Rouge,#EE4A40
Européennes,1,11,7023429,3034844,2950984,Pascal DURAND,LVEC,Europe-Ecologie-Les Verts,279808,2014,Européennes-2014-T1,9.48,43.21,1.19,Île-de-France,Vert,#44EE8B
Européennes,1,11,7023429,3034844,2950984,Patrick LE HYARIC,LFG,Front de Gauche,193249,2014,Européennes-2014-T1,6.55,43.21,1.19,Île-de-France,Rouge,#EE4A40
Européennes,1,11,7023429,3034844,2950984,Pervenche BERÈS,LUG,Union de la gauche,422542,2014,Européennes-2014-T1,14.32,43.21,1.19,Île-de-France,Rose,#FF5E9A
Européennes,1,11,7023429,3034844,2950984,Pierre LARROUTUROU,LDVG,Divers gauche,90536,2014,Européennes-2014-T1,3.07,43.21,1.19,Île-de-France,Rose,#FF5E9A
Européennes,1,11,7023429,3034844,2950984,Stéphane GUYOT,LDIV,Divers,17117,2014,Européennes-2014-T1,0.58,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Véronique VERMOREL,LDIV,Divers,14396,2014,Européennes-2014-T1,0.49,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7023429,3034844,2950984,Vincent LE SCORNET,LDIV,Divers,591,2014,Européennes-2014-T1,0.02,43.21,1.19,Île-de-France,Gris,#E0E0E0
Européennes,1,11,7186521,3636208,3536000,ALLIANCE JAUNE,,,12523,2019,Européennes-2019-T1,0.35,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ALLONS ENFANTS,,,2199,2019,Européennes-2019-T1,0.06,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,À VOIX ÉGALES,,,3313,2019,Européennes-2019-T1,0.09,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,DEBOUT LA FRANCE,,,101294,2019,Européennes-2019-T1,2.86,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,DÉCROISSANCE 2019,,,1477,2019,Européennes-2019-T1,0.04,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,DÉMOCRATIE REPRÉSENTATIVE,,,1532,2019,Européennes-2019-T1,0.04,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ENSEMBLE PATRIOTES,,,12213,2019,Européennes-2019-T1,0.35,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ENSEMBLE POUR LE FREXIT,,,48036,2019,Européennes-2019-T1,1.36,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ENVIE D'EUROPE,,,231425,2019,Européennes-2019-T1,6.54,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ESPERANTO,,,2179,2019,Européennes-2019-T1,0.06,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,EUROPE AU SERVICE PEUPLES,,,12954,2019,Européennes-2019-T1,0.37,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,EUROPE ÉCOLOGIE,,,561540,2019,Européennes-2019-T1,15.88,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,ÉVOLUTION CITOYENNE,,,262,2019,Européennes-2019-T1,0.01,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,INITIATIVE CITOYENNE,,,1008,2019,Européennes-2019-T1,0.03,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LA FRANCE INSOUMISE,,,218551,2019,Européennes-2019-T1,6.18,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LA LIGNE CLAIRE,,,434,2019,Européennes-2019-T1,0.01,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LES EUROPÉENS,,,97109,2019,Européennes-2019-T1,2.75,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LES OUBLIES DE L'EUROPE,,,5481,2019,Européennes-2019-T1,0.16,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LISTE CITOYENNE,,,137849,2019,Européennes-2019-T1,3.9,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LISTE DE LA RECONQUÊTE,,,932,2019,Européennes-2019-T1,0.03,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,LUTTE OUVRIÈRE,,,19623,2019,Européennes-2019-T1,0.55,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,NEUTRE ET ACTIF,,,490,2019,Européennes-2019-T1,0.01,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,PACE,,,1267,2019,Européennes-2019-T1,0.04,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,PARTI ANIMALISTE,,,79457,2019,Européennes-2019-T1,2.25,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,PARTI FED. EUROPÉEN,,,1895,2019,Européennes-2019-T1,0.05,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,PARTI PIRATE,,,9404,2019,Européennes-2019-T1,0.27,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,POUR L'EUROPE DES GENS,,,104870,2019,Européennes-2019-T1,2.97,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,PRENEZ LE POUVOIR,,,499220,2019,Européennes-2019-T1,14.12,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,RENAISSANCE,,,963896,2019,Européennes-2019-T1,27.26,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,RÉVOLUTIONNAIRE,,,362,2019,Européennes-2019-T1,0.01,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,UDLEF,,,4118,2019,Européennes-2019-T1,0.12,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,UNE FRANCE ROYALE,,,663,2019,Européennes-2019-T1,0.02,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,UNION DROITE-CENTRE,,,328193,2019,Européennes-2019-T1,9.28,50.6,1.39,Île-de-France,,
Européennes,1,11,7186521,3636208,3536000,URGENCE ÉCOLOGIE,,,70231,2019,Européennes-2019-T1,1.99,50.6,1.39,Île-de-France,,
Présidentielles,1,11,7199231,5751509,5631456,Benoît HAMON,PS,Parti Socialiste,430324,2017,Présidentielles-2017-T1,7.64,79.89,1.67,Île-de-France,Rose,#FF5E9A
Présidentielles,1,11,7199231,5751509,5631456,Emmanuel MACRON,EM,En Marche !,1612516,2017,Présidentielles-2017-T1,28.63,79.89,1.67,Île-de-France,Jaune,#FFCE3E
Présidentielles,1,11,7199231,5751509,5631456,François ASSELINEAU,UPR,Union Populaire Républicaine,64391,2017,Présidentielles-2017-T1,1.14,79.89,1.67,Île-de-France,Gris,#E0E0E0
Présidentielles,1,11,7199231,5751509,5631456,François FILLON,LR,Les Républicains,1249586,2017,Présidentielles-2017-T1,22.19,79.89,1.67,Île-de-France,Bleu,#045BFF
Présidentielles,1,11,7199231,5751509,5631456,Jacques CHEMINADE,SP,Solidarité et progrès,9795,2017,Présidentielles-2017-T1,0.17,79.89,1.67,Île-de-France,Gris,#E0E0E0
Présidentielles,1,11,7199231,5751509,5631456,Jean LASSALLE,Résistons,Résistons,36350,2017,Présidentielles-2017-T1,0.65,79.89,1.67,Île-de-France,Gris,#E0E0E0
Présidentielles,1,11,7199231,5751509,5631456,Jean-Luc MÉLENCHON,LFI,France insoumise,1224978,2017,Présidentielles-2017-T1,21.75,79.89,1.67,Île-de-France,Rouge,#EE4A40
Présidentielles,1,11,7199231,5751509,5631456,Marine LE PEN,FN,Front National,708026,2017,Présidentielles-2017-T1,12.57,79.89,1.67,Île-de-France,Bleu marine,#0C295A
Présidentielles,1,11,7199231,5751509,5631456,Nathalie ARTHAUD,LO,Lutte ouvrière,23582,2017,Présidentielles-2017-T1,0.42,79.89,1.67,Île-de-France,Rouge,#EE4A40
Présidentielles,1,11,7199231,5751509,5631456,Nicolas DUPONT-AIGNAN,DLF,Debout la France,226203,2017,Présidentielles-2017-T1,4.02,79.89,1.67,Île-de-France,Bleu marine,#0C295A
Présidentielles,1,11,7199231,5751509,5631456,Philippe POUTOU,NPA,Nouveau Parti Anticapitaliste,45705,2017,Présidentielles-2017-T1,0.81,79.89,1.67,Île-de-France,Rouge,#EE4A40
Présidentielles,2,11,7194953,5374712,4858965,Emmanuel MACRON,EM,En Marche !,3825279,2017,Présidentielles-2017-T2,78.73,74.7,7.17,Île-de-France,Jaune,#FFCE3E
Présidentielles,2,11,7194953,5374712,4858965,Marine LE PEN,FN,Front National,1033686,2017,Présidentielles-2017-T2,21.27,74.7,7.17,Île-de-France,Bleu marine,#0C295A
Régionales,1,11,7087089,3252700,3153293,Aurelien VERON,LDVD,Divers droite,23888,2015,Régionales-2015-T1,0.76,45.9,1.4,Île-de-France,Bleu,#045BFF
Régionales,1,11,7087089,3252700,3153293,Claude BARTOLONE,LUG,Union de la gauche,794322,2015,Régionales-2015-T1,25.19,45.9,1.4,Île-de-France,Rose,#FF5E9A
Régionales,1,11,7087089,3252700,3153293,Dawari HORSFALL,LDIV,Divers,7096,2015,Régionales-2015-T1,0.23,45.9,1.4,Île-de-France,Gris,#E0E0E0
Régionales,1,11,7087089,3252700,3153293,Emmanuelle COSSE,LVEC,Europe-Ecologie-Les Verts,253153,2015,Régionales-2015-T1,8.03,45.9,1.4,Île-de-France,Vert,#44EE8B
Régionales,1,11,7087089,3252700,3153293,François ASSELINEAU,LDIV,Divers,29755,2015,Régionales-2015-T1,0.94,45.9,1.4,Île-de-France,Gris,#E0E0E0
Régionales,1,11,7087089,3252700,3153293,Nathalie ARTHAUD,LEXG,Extrême gauche,44182,2015,Régionales-2015-T1,1.4,45.9,1.4,Île-de-France,Rouge,#EE4A40
Régionales,1,11,7087089,3252700,3153293,Nicolas DUPONT-AIGNAN,LDLF,Debout la France,207280,2015,Régionales-2015-T1,6.57,45.9,1.4,Île-de-France,Bleu marine,#0C295A
Régionales,1,11,7087089,3252700,3153293,Nizarr BOURCHADA,LDIV,Divers,12528,2015,Régionales-2015-T1,0.4,45.9,1.4,Île-de-France,Gris,#E0E0E0
Régionales,1,11,7087089,3252700,3153293,Pierre LAURENT,LFG,Front de Gauche,208943,2015,Régionales-2015-T1,6.63,45.9,1.4,Île-de-France,Rouge,#EE4A40
Régionales,1,11,7087089,3252700,3153293,Sylvain DE SMET,LDIV,Divers,9547,2015,Régionales-2015-T1,0.3,45.9,1.4,Île-de-France,Gris,#E0E0E0
Régionales,1,11,7087089,3252700,3153293,Valérie PECRESSE,LUD,Union de la droite,962119,2015,Régionales-2015-T1,30.51,45.9,1.4,Île-de-France,Bleu,#045BFF
Régionales,1,11,7087089,3252700,3153293,Valérie SACHS,LDVD,Divers droite,19981,2015,Régionales-2015-T1,0.63,45.9,1.4,Île-de-France,Bleu,#045BFF
Régionales,1,11,7087089,3252700,3153293,Wallerand DE SAINT JUST,LFN,Front National,580499,2015,Régionales-2015-T1,18.41,45.9,1.4,Île-de-France,Bleu marine,#0C295A
Régionales,2,11,7086172,3859296,3720165,Claude BARTOLONE,LUG,Union de la gauche,1569262,2015,Régionales-2015-T2,42.18,54.46,1.96,Île-de-France,Rose,#FF5E9A
Régionales,2,11,7086172,3859296,3720165,Valérie PECRESSE,LUD,Union de la droite,1629410,2015,Régionales-2015-T2,43.8,54.46,1.96,Île-de-France,Bleu,#045BFF
Régionales,2,11,7086172,3859296,3720165,Wallerand DE SAINT JUST,LFN,Front National,521493,2015,Régionales-2015-T2,14.02,54.46,1.96,Île-de-France,Bleu marine,#0C295A
Européennes,1,24,1815109,814709,776648,Aline PORNET,LEXG,Extrême gauche,408,2014,Européennes-2014-T1,0.05,44.88,2.1,Centre-Val de Loire,Rouge,#EE4A40
Européennes,1,24,1815109,814709,776648,Béatrice ROBROLLE-MARY,LDIV,Divers,4790,2014,Européennes-2014-T1,0.62,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Bernard MONOT,LFN,Front National,205935,2014,Européennes-2014-T1,26.52,44.88,2.1,Centre-Val de Loire,Bleu marine,#0C295A
Européennes,1,24,1815109,814709,776648,Bernard VATON,LDIV,Divers,115,2014,Européennes-2014-T1,0.01,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Brice HORTEFEUX,LUMP,Union pour un Mouvement Populaire,164197,2014,Européennes-2014-T1,21.14,44.88,2.1,Centre-Val de Loire,Bleu,#045BFF
Européennes,1,24,1815109,814709,776648,Clarisse HEUSQUIN,LVEC,Europe-Ecologie-Les Verts,54237,2014,Européennes-2014-T1,6.98,44.88,2.1,Centre-Val de Loire,Vert,#44EE8B
Européennes,1,24,1815109,814709,776648,Corinne MOREL DARLEUX,LFG,Front de Gauche,49306,2014,Européennes-2014-T1,6.35,44.88,2.1,Centre-Val de Loire,Rouge,#EE4A40
Européennes,1,24,1815109,814709,776648,Dominique MICHEL,LEXG,Extrême gauche,114,2014,Européennes-2014-T1,0.01,44.88,2.1,Centre-Val de Loire,Rouge,#EE4A40
Européennes,1,24,1815109,814709,776648,Gilles GEORGETTE,LDVD,Divers droite,184,2014,Européennes-2014-T1,0.02,44.88,2.1,Centre-Val de Loire,Bleu,#045BFF
Européennes,1,24,1815109,814709,776648,Jade NOMAIN,LDIV,Divers,167,2014,Européennes-2014-T1,0.02,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Jean-Paul DENANOT,LUG,Union de la gauche,99548,2014,Européennes-2014-T1,12.82,44.88,2.1,Centre-Val de Loire,Rose,#FF5E9A
Européennes,1,24,1815109,814709,776648,Karine PLASSARD,LDIV,Divers,585,2014,Européennes-2014-T1,0.08,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Laurence DANIEAU,LDVG,Divers gauche,21709,2014,Européennes-2014-T1,2.8,44.88,2.1,Centre-Val de Loire,Rose,#FF5E9A
Européennes,1,24,1815109,814709,776648,Marcelle PROVOST,LDIV,Divers,1835,2014,Européennes-2014-T1,0.24,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Marie-Martine HULOT,LDIV,Divers,15591,2014,Européennes-2014-T1,2.01,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Marie SAVRE,LEXG,Extrême gauche,10942,2014,Européennes-2014-T1,1.41,44.88,2.1,Centre-Val de Loire,Rouge,#EE4A40
Européennes,1,24,1815109,814709,776648,Michelle OGER NIVARD,LDIV,Divers,12417,2014,Européennes-2014-T1,1.6,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Patrice COURT-FORTUNE,LDVD,Divers droite,37414,2014,Européennes-2014-T1,4.82,44.88,2.1,Centre-Val de Loire,Bleu,#045BFF
Européennes,1,24,1815109,814709,776648,Paul BERETTONI,LDIV,Divers,307,2014,Européennes-2014-T1,0.04,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Robert DE PREVOISIN,LDVD,Divers droite,222,2014,Européennes-2014-T1,0.03,44.88,2.1,Centre-Val de Loire,Bleu,#045BFF
Européennes,1,24,1815109,814709,776648,Romuald KNOBELSPIESS,LDIV,Divers,112,2014,Européennes-2014-T1,0.01,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Sabine THILLAYE,LDVD,Divers droite,10259,2014,Européennes-2014-T1,1.32,44.88,2.1,Centre-Val de Loire,Bleu,#045BFF
Européennes,1,24,1815109,814709,776648,Sophie AUCONIE,LUC,Union du centre,83319,2014,Européennes-2014-T1,10.73,44.88,2.1,Centre-Val de Loire,Bleu ciel,#39C3FF
Européennes,1,24,1815109,814709,776648,Vincent BROUSSEAU,LDIV,Divers,2722,2014,Européennes-2014-T1,0.35,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1815109,814709,776648,Xavier POUJADE,LDIV,Divers,213,2014,Européennes-2014-T1,0.03,44.88,2.1,Centre-Val de Loire,Gris,#E0E0E0
Européennes,1,24,1809680,953158,902463,ALLIANCE JAUNE,,,5892,2019,Européennes-2019-T1,0.65,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ALLONS ENFANTS,,,314,2019,Européennes-2019-T1,0.03,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,À VOIX ÉGALES,,,309,2019,Européennes-2019-T1,0.03,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,DEBOUT LA FRANCE,,,40043,2019,Européennes-2019-T1,4.44,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,DÉCROISSANCE 2019,,,367,2019,Européennes-2019-T1,0.04,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,DÉMOCRATIE REPRÉSENTATIVE,,,92,2019,Européennes-2019-T1,0.01,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ENSEMBLE PATRIOTES,,,6796,2019,Européennes-2019-T1,0.75,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ENSEMBLE POUR LE FREXIT,,,9933,2019,Européennes-2019-T1,1.1,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ENVIE D'EUROPE,,,52003,2019,Européennes-2019-T1,5.76,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ESPERANTO,,,930,2019,Européennes-2019-T1,0.1,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,EUROPE AU SERVICE PEUPLES,,,1192,2019,Européennes-2019-T1,0.13,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,EUROPE ÉCOLOGIE,,,103536,2019,Européennes-2019-T1,11.47,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,ÉVOLUTION CITOYENNE,,,73,2019,Européennes-2019-T1,0.01,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,INITIATIVE CITOYENNE,,,220,2019,Européennes-2019-T1,0.02,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LA FRANCE INSOUMISE,,,50911,2019,Européennes-2019-T1,5.64,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LA LIGNE CLAIRE,,,64,2019,Européennes-2019-T1,0.01,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LES EUROPÉENS,,,27361,2019,Européennes-2019-T1,3.03,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LES OUBLIES DE L'EUROPE,,,1968,2019,Européennes-2019-T1,0.22,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LISTE CITOYENNE,,,26892,2019,Européennes-2019-T1,2.98,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LISTE DE LA RECONQUÊTE,,,211,2019,Européennes-2019-T1,0.02,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,LUTTE OUVRIÈRE,,,7155,2019,Européennes-2019-T1,0.79,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,NEUTRE ET ACTIF,,,33,2019,Européennes-2019-T1,0.0,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,PACE,,,213,2019,Européennes-2019-T1,0.02,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,PARTI ANIMALISTE,,,21479,2019,Européennes-2019-T1,2.38,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,PARTI FED. EUROPÉEN,,,137,2019,Européennes-2019-T1,0.02,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,PARTI PIRATE,,,787,2019,Européennes-2019-T1,0.09,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,POUR L'EUROPE DES GENS,,,21616,2019,Européennes-2019-T1,2.4,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,PRENEZ LE POUVOIR,,,229403,2019,Européennes-2019-T1,25.42,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,RENAISSANCE,,,194500,2019,Européennes-2019-T1,21.55,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,RÉVOLUTIONNAIRE,,,95,2019,Européennes-2019-T1,0.01,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,UDLEF,,,43,2019,Européennes-2019-T1,0.0,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,UNE FRANCE ROYALE,,,238,2019,Européennes-2019-T1,0.03,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,UNION DROITE-CENTRE,,,82501,2019,Européennes-2019-T1,9.14,52.67,2.8,Centre-Val de Loire,,
Européennes,1,24,1809680,953158,902463,URGENCE ÉCOLOGIE,,,15156,2019,Européennes-2019-T1,1.68,52.67,2.8,Centre-Val de Loire,,
Présidentielles,1,24,1827657,1466892,1427614,Benoît HAMON,PS,Parti Socialiste,83552,2017,Présidentielles-2017-T1,5.85,80.26,2.15,Centre-Val de Loire,Rose,#FF5E9A
Présidentielles,1,24,1827657,1466892,1427614,Emmanuel MACRON,EM,En Marche !,323725,2017,Présidentielles-2017-T1,22.68,80.26,2.15,Centre-Val de Loire,Jaune,#FFCE3E
Présidentielles,1,24,1827657,1466892,1427614,François ASSELINEAU,UPR,Union Populaire Républicaine,12075,2017,Présidentielles-2017-T1,0.85,80.26,2.15,Centre-Val de Loire,Gris,#E0E0E0
Présidentielles,1,24,1827657,1466892,1427614,François FILLON,LR,Les Républicains,300325,2017,Présidentielles-2017-T1,21.04,80.26,2.15,Centre-Val de Loire,Bleu,#045BFF
Présidentielles,1,24,1827657,1466892,1427614,Jacques CHEMINADE,SP,Solidarité et progrès,2882,2017,Présidentielles-2017-T1,0.2,80.26,2.15,Centre-Val de Loire,Gris,#E0E0E0
Présidentielles,1,24,1827657,1466892,1427614,Jean LASSALLE,Résistons,Résistons,13570,2017,Présidentielles-2017-T1,0.95,80.26,2.15,Centre-Val de Loire,Gris,#E0E0E0
Présidentielles,1,24,1827657,1466892,1427614,Jean-Luc MÉLENCHON,LFI,France insoumise,252308,2017,Présidentielles-2017-T1,17.67,80.26,2.15,Centre-Val de Loire,Rouge,#EE4A40
Présidentielles,1,24,1827657,1466892,1427614,Marine LE PEN,FN,Front National,329470,2017,Présidentielles-2017-T1,23.08,80.26,2.15,Centre-Val de Loire,Bleu marine,#0C295A
Présidentielles,1,24,1827657,1466892,1427614,Nathalie ARTHAUD,LO,Lutte ouvrière,11365,2017,Présidentielles-2017-T1,0.8,80.26,2.15,Centre-Val de Loire,Rouge,#EE4A40
Présidentielles,1,24,1827657,1466892,1427614,Nicolas DUPONT-AIGNAN,DLF,Debout la France,82060,2017,Présidentielles-2017-T1,5.75,80.26,2.15,Centre-Val de Loire,Bleu marine,#0C295A
Présidentielles,1,24,1827657,1466892,1427614,Philippe POUTOU,NPA,Nouveau Parti Anticapitaliste,16282,2017,Présidentielles-2017-T1,1.14,80.26,2.15,Centre-Val de Loire,Rouge,#EE4A40
Présidentielles,2,24,1827599,1401729,1228723,Emmanuel MACRON,EM,En Marche !,777973,2017,Présidentielles-2017-T2,63.32,76.7,9.47,Centre-Val de Loire,Jaune,#FFCE3E
Présidentielles,2,24,1827599,1401729,1228723,Marine LE PEN,FN,Front National,450750,2017,Présidentielles-2017-T2,36.68,76.7,9.47,Centre-Val de Loire,Bleu marine,#0C295A
Régionales,1,24,1817345,900317,859957,Alix PENLOUP,LDLF,Debout la France,39422,2015,Régionales-2015-T1,4.58,49.54,2.22,Centre-Val de Loire,Bleu marine,#0C295A
Régionales,1,24,1817345,900317,859957,Charles FOURNIER,LVEC,Europe-Ecologie-Les Verts,56754,2015,Régionales-2015-T1,6.6,49.54,2.22,Centre-Val de Loire,Vert,#44EE8B
Régionales,1,24,1817345,900317,859957,Farida MEGDOUD,LEXG,Extrême gauche,14612,2015,Régionales-2015-T1,1.7,49.54,2.22,Centre-Val de Loire,Rouge,#EE4A40
Régionales,1,24,1817345,900317,859957,François BONNEAU,LUG,Union de la gauche,209024,2015,Régionales-2015-T1,24.31,49.54,2.22,Centre-Val de Loire,Rose,#FF5E9A
Régionales,1,24,1817345,900317,859957,Nicolas SANSU,LCOM,Parti communiste français,39453,2015,Régionales-2015-T1,4.59,49.54,2.22,Centre-Val de Loire,Rouge,#EE4A40
Régionales,1,24,1817345,900317,859957,Philippe LOISEAU,LFN,Front National,262156,2015,Régionales-2015-T1,30.48,49.54,2.22,Centre-Val de Loire,Bleu marine,#0C295A
Régionales,1,24,1817345,900317,859957,Philippe VIGIER,LUD,Union de la droite,225777,2015,Régionales-2015-T1,26.25,49.54,2.22,Centre-Val de Loire,Bleu,#045BFF
Régionales,1,24,1817345,900317,859957,Thierry FOUQUIAU,LDIV,Divers,12759,2015,Régionales-2015-T1,1.48,49.54,2.22,Centre-Val de Loire,Gris,#E0E0E0
